Request time;Update time;Time;Min/max temperature, deg. C;Pressure, mmHg;Wind speed, m/s;Wind direction;Precipitation, mm;Probability of precipitation, pct;Conditions
;;2022-09-02 14:00:00;30;742;3;Ю;0;-;Облачно, без осадков
;;2022-09-03 02:00:00;11;744;3;З;0;-;Переменная облачность, без осадков
;;2022-09-03 14:00:00;19;746;5;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 02:00:00;6;748;4;З;0;-;Переменная облачность, без осадков
;;2022-09-04 14:00:00;17;746;4;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;743;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-05 14:00:00;16;742;2;З;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;3;743;3;З;0;-;Переменная облачность, без осадков
;;2022-09-06 14:00:00;14;743;4;З;0.1;63;Облачно, небольшой кратковременный дождь
2022-09-01 05:25:07;в 18:15 МСК;2022-09-01 14:00:00;22;744;2;Ю-В;1.7;68;Облачно, небольшой дождь
;;2022-09-02 02:00:00;12;743;2;Ю;0.1;63;Облачно, небольшой кратковременный дождь
;;2022-09-02 14:00:00;30;741;3;Ю;0;-;Облачно, без осадков
;;2022-09-03 02:00:00;12;744;3;З;0;-;Переменная облачность, без осадков
;;2022-09-03 14:00:00;19;746;5;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 02:00:00;6;747;4;З;0;-;Переменная облачность, без осадков
;;2022-09-04 14:00:00;17;746;4;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;743;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-05 14:00:00;16;741;2;З;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;3;742;3;З;0;-;Переменная облачность, без осадков
;;2022-09-06 14:00:00;14;743;4;З;0.1;63;Облачно, небольшой кратковременный дождь
;;2022-09-07 02:00:00;3;742;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-07 14:00:00;13;742;3;Ю-З;0.6;63;Облачно, небольшой дождь
2022-09-01 17:25:06;в 10:29 МСК;2022-09-01 14:00:00;24;744;3;Ю-В;1.5;75;Облачно, небольшой дождь
;;2022-09-02 02:00:00;12;744;2;Ю;0;-;Облачно, без осадков
;;2022-09-02 14:00:00;29;742;2;Ю;0.8;65;Облачно, временами небольшой дождь
;;2022-09-03 02:00:00;11;743;4;З;1.5;66;Облачно, небольшой кратковременный дождь
;;2022-09-03 14:00:00;19;746;6;З;0;-;Переменная облачность, без осадков
;;2022-09-04 02:00:00;5;748;4;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-04 14:00:00;16;747;5;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;745;2;З;0;-;Облачно, без осадков
;;2022-09-05 14:00:00;16;742;1;С-В;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;4;742;1;С;0.5;79;Облачно с прояснениями, небольшой дождь
;;2022-09-06 14:00:00;14;742;2;С;0.9;78;Облачно с прояснениями, небольшой дождь
;;2022-09-07 02:00:00;3;742;0;С;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;13;745;2;З;0.2;66;Облачно, небольшой кратковременный дождь
2022-09-02 05:25:07;в 18:15 МСК;2022-09-02 14:00:00;29;741;2;Ю;0.8;65;Облачно, временами небольшой дождь
;;2022-09-03 02:00:00;12;742;4;З;1.5;66;Облачно, небольшой кратковременный дождь
;;2022-09-03 14:00:00;19;745;6;З;0;-;Переменная облачность, без осадков
;;2022-09-04 02:00:00;6;747;4;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-04 14:00:00;16;746;5;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;744;2;З;0;-;Облачно, без осадков
;;2022-09-05 14:00:00;16;742;1;С-В;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;4;741;1;С;0.5;79;Облачно с прояснениями, небольшой дождь
;;2022-09-06 14:00:00;14;741;2;С;0.9;78;Облачно с прояснениями, небольшой дождь
;;2022-09-07 02:00:00;3;741;0;С;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;13;745;2;З;0.2;66;Облачно, небольшой кратковременный дождь
;;2022-09-08 02:00:00;4;747;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-08 14:00:00;14;747;3;З;0;-;Облачно с прояснениями, без осадков
2022-09-02 17:25:09;в 10:28 МСК;2022-09-02 14:00:00;28;742;2;Ю-З;0.1;81;Облачно, небольшой кратковременный дождь
;;2022-09-03 02:00:00;11;744;4;З;0.2;71;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-03 14:00:00;19;746;5;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 02:00:00;6;749;4;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 14:00:00;16;748;5;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;745;2;З;0;-;Облачно, без осадков
;;2022-09-05 14:00:00;16;742;1;С;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;4;742;2;С-В;0.1;83;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-06 14:00:00;12;742;3;С;1.5;83;Облачно, дождь
;;2022-09-07 02:00:00;3;742;3;С;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;12;745;3;С-З;0.5;59;Облачно с прояснениями, небольшой дождь
;;2022-09-08 02:00:00;4;747;3;З;0.1;75;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-08 14:00:00;14;747;3;З;0.7;72;Облачно, временами небольшой дождь
2022-09-03 05:25:07;в 18:15 МСК;2022-09-03 14:00:00;19;746;5;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 02:00:00;6;748;4;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 14:00:00;16;747;5;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;744;2;З;0;-;Облачно, без осадков
;;2022-09-05 14:00:00;16;741;1;С;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;4;741;2;С-В;0.1;83;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-06 14:00:00;12;741;3;С;1.5;83;Облачно, дождь
;;2022-09-07 02:00:00;3;741;3;С;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;12;744;3;С-З;0.5;59;Облачно с прояснениями, небольшой дождь
;;2022-09-08 02:00:00;4;746;3;З;0.1;75;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-08 14:00:00;14;746;3;З;0.7;72;Облачно, временами небольшой дождь
;;2022-09-09 02:00:00;4;746;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-09 14:00:00;15;745;3;Ю-З;0.1;56;Облачно, небольшой кратковременный дождь
2022-09-03 17:25:08;в 10:29 МСК;2022-09-03 14:00:00;19;746;5;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 02:00:00;5;748;4;З;0;-;Небольшая облачность, без осадков
;;2022-09-04 14:00:00;17;748;5;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;746;2;З;0;-;Облачно, без осадков
;;2022-09-05 14:00:00;16;743;2;С-З;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;3;743;2;С;0;-;Облачно с прояснениями, без осадков
;;2022-09-06 14:00:00;14;742;0;С-В;0;-;Облачно, без осадков
;;2022-09-07 02:00:00;4;740;1;С-В;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;12;741;2;С-З;0.4;83;Облачно, временами небольшой дождь
;;2022-09-08 02:00:00;4;745;2;З;0.2;79;Облачно, временами небольшой дождь
;;2022-09-08 14:00:00;14;747;2;З;0.5;67;Облачно, небольшой дождь
;;2022-09-09 02:00:00;4;748;1;З;0;-;Облачно, без осадков
;;2022-09-09 14:00:00;14;748;2;С-З;0.8;71;Облачно, временами небольшой дождь
2022-09-04 05:25:07;в 18:19 МСК;2022-09-04 14:00:00;17;747;5;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;746;2;З;0;-;Облачно, без осадков
;;2022-09-05 14:00:00;16;743;2;С-З;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;4;743;2;С;0;-;Облачно с прояснениями, без осадков
;;2022-09-06 14:00:00;14;742;0;С-В;0;-;Облачно, без осадков
;;2022-09-07 02:00:00;4;740;1;С-В;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;12;741;2;С-З;0.4;83;Облачно, временами небольшой дождь
;;2022-09-08 02:00:00;4;744;2;З;0.2;79;Облачно, временами небольшой дождь
;;2022-09-08 14:00:00;14;747;2;З;0.5;67;Облачно, небольшой дождь
;;2022-09-09 02:00:00;4;747;1;З;0;-;Облачно, без осадков
;;2022-09-09 14:00:00;14;748;2;С-З;0.8;71;Облачно, временами небольшой дождь
;;2022-09-10 02:00:00;3;748;1;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-10 14:00:00;14;748;2;З;0.1;73;Облачно с прояснениями, небольшой кратковременный дождь
2022-09-04 17:25:22;в 10:28 МСК;2022-09-04 14:00:00;15;748;5;З;0;-;Облачно, без осадков
;;2022-09-05 02:00:00;4;746;2;З;0;-;Облачно, без осадков
;;2022-09-05 14:00:00;15;744;2;С-З;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;5;743;2;С;0;-;Облачно, без осадков
;;2022-09-06 14:00:00;14;742;2;С-В;0.3;91;Облачно, небольшой дождь
;;2022-09-07 02:00:00;3;739;2;С;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;12;741;3;С-З;0.7;68;Облачно, небольшой дождь
;;2022-09-08 02:00:00;4;745;3;З;0;-;Облачно, без осадков
;;2022-09-08 14:00:00;13;745;3;Ю-З;0.3;68;Облачно, небольшой дождь
;;2022-09-09 02:00:00;4;745;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-09 14:00:00;13;743;2;З;4.1;79;Облачно, дождь
;;2022-09-10 02:00:00;3;742;2;С;0.8;61;Облачно, временами небольшой дождь
;;2022-09-10 14:00:00;12;744;2;С;1.5;73;Облачно, небольшой дождь
2022-09-05 05:25:07;в 18:15 МСК;2022-09-05 14:00:00;15;743;2;С-З;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;5;743;2;С;0;-;Облачно, без осадков
;;2022-09-06 14:00:00;14;741;2;С-В;0.3;91;Облачно, небольшой дождь
;;2022-09-07 02:00:00;4;738;2;С;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;12;740;3;С-З;0.7;68;Облачно, небольшой дождь
;;2022-09-08 02:00:00;4;744;3;З;0;-;Облачно, без осадков
;;2022-09-08 14:00:00;13;745;3;Ю-З;0.3;68;Облачно, небольшой дождь
;;2022-09-09 02:00:00;4;744;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-09 14:00:00;13;743;2;З;4.1;79;Облачно, дождь
;;2022-09-10 02:00:00;3;742;2;С;0.8;61;Облачно, временами небольшой дождь
;;2022-09-10 14:00:00;12;744;2;С;1.5;73;Облачно, небольшой дождь
;;2022-09-11 02:00:00;3;745;2;С-З;0.7;74;Облачно, небольшой дождь
;;2022-09-11 14:00:00;11;746;2;С-З;1.6;74;Облачно, без осадков
2022-09-05 17:25:07;в 10:29 МСК;2022-09-05 14:00:00;15;744;2;С-З;0;-;Облачно, без осадков
;;2022-09-06 02:00:00;4;743;2;С;0;-;Облачно, без осадков
;;2022-09-06 14:00:00;14;742;1;С;0.1;60;Облачно, небольшой кратковременный дождь
;;2022-09-07 02:00:00;4;740;1;С-З;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;11;741;3;З;0.4;55;Облачно, временами небольшой дождь
;;2022-09-08 02:00:00;3;744;3;З;0;-;Облачно, без осадков
;;2022-09-08 14:00:00;13;746;3;Ю-З;0.3;87;Облачно, небольшой дождь
;;2022-09-09 02:00:00;4;746;2;Ю-З;0.1;70;Облачно, небольшой кратковременный дождь
;;2022-09-09 14:00:00;12;746;2;С-З;3.3;83;Облачно, дождь
;;2022-09-10 02:00:00;4;746;2;С;0.3;73;Облачно, временами небольшой дождь
;;2022-09-10 14:00:00;13;747;2;С-З;0.1;79;Облачно, кратковременный дождь
;;2022-09-11 02:00:00;2;748;3;С-З;2.7;75;Облачно с прояснениями, осадки
;;2022-09-11 14:00:00;13;749;3;С-З;0;-;Облачно с прояснениями, без осадков
2022-09-06 05:25:09;в 18:15 МСК;2022-09-06 14:00:00;14;741;1;С;0.1;60;Облачно, небольшой кратковременный дождь
;;2022-09-07 02:00:00;5;739;1;С-З;0;-;Облачно, без осадков
;;2022-09-07 14:00:00;11;740;3;З;0.4;55;Облачно, временами небольшой дождь
;;2022-09-08 02:00:00;3;743;3;З;0;-;Облачно, без осадков
;;2022-09-08 14:00:00;13;745;3;Ю-З;0.3;87;Облачно, небольшой дождь
;;2022-09-09 02:00:00;4;746;2;Ю-З;0.1;70;Облачно, небольшой кратковременный дождь
;;2022-09-09 14:00:00;12;745;2;С-З;0;-;Облачно, кратковременный дождь
;;2022-09-10 02:00:00;4;746;2;С;0.1;73;Облачно, небольшой кратковременный дождь
;;2022-09-10 14:00:00;13;747;2;С-З;0.1;79;Облачно, кратковременный дождь
;;2022-09-11 02:00:00;2;748;3;С-З;0;-;Облачно с прояснениями, кратковременные осадки
;;2022-09-11 14:00:00;13;748;3;С-З;0.1;75;Облачно с прояснениями, без осадков
;;2022-09-12 02:00:00;3;749;2;З;0.1;74;Облачно, без осадков
;;2022-09-12 14:00:00;13;750;3;З;0.1;74;Облачно, без осадков
2022-09-06 17:25:07;в 10:28 МСК;2022-09-06 14:00:00;13;742;1;С;0.2;64;Облачно, временами небольшой дождь
;;2022-09-07 02:00:00;4;739;1;С-З;0.2;66;Облачно, небольшой кратковременный дождь
;;2022-09-07 14:00:00;11;740;4;З;0.2;95;Облачно, небольшой кратковременный дождь
;;2022-09-08 02:00:00;3;744;3;З;0.2;75;Облачно с прояснениями, небольшие кратковременные осадки
;;2022-09-08 14:00:00;13;746;3;Ю-З;0.7;77;Облачно, небольшой дождь
;;2022-09-09 02:00:00;4;746;3;З;0;-;Облачно, без осадков
;;2022-09-09 14:00:00;11;747;2;С-З;0;-;Облачно, без осадков
;;2022-09-10 02:00:00;3;747;2;С-З;0;-;Облачно, без осадков
;;2022-09-10 14:00:00;11;747;3;С-З;0;-;Облачно, без осадков
;;2022-09-11 02:00:00;2;748;3;З;0.2;64;Облачно, временами небольшие осадки
;;2022-09-11 14:00:00;11;750;3;С-З;1;72;Облачно, небольшой дождь
;;2022-09-12 02:00:00;3;751;2;З;0;-;Облачно, без осадков
;;2022-09-12 14:00:00;14;753;1;Ю-З;0;-;Облачно, без осадков
2022-09-07 05:25:08;в 18:15 МСК;2022-09-07 14:00:00;11;739;4;З;0.2;95;Облачно, небольшой кратковременный дождь
;;2022-09-08 02:00:00;3;743;3;З;0.2;75;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-08 14:00:00;13;745;3;Ю-З;0.7;77;Облачно, небольшой дождь
;;2022-09-09 02:00:00;5;746;3;З;0;-;Облачно, без осадков
;;2022-09-09 14:00:00;10;747;2;С-З;0;-;Облачно, без осадков
;;2022-09-10 02:00:00;3;746;2;С-З;0;-;Облачно, без осадков
;;2022-09-10 14:00:00;11;746;3;С-З;0;-;Облачно, без осадков
;;2022-09-11 02:00:00;2;748;3;З;0.7;64;Облачно, небольшие осадки
;;2022-09-11 14:00:00;11;750;3;С-З;0.1;72;Облачно, небольшой кратковременный дождь
;;2022-09-12 02:00:00;3;751;2;З;0.1;75;Облачно, без осадков
;;2022-09-12 14:00:00;14;752;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-13 02:00:00;4;753;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;16;753;2;Ю;0;-;Облачно, без осадков
2022-09-07 17:25:09;в 10:29 МСК;2022-09-07 14:00:00;11;740;4;З;1.7;84;Облачно, небольшой дождь
;;2022-09-08 02:00:00;3;744;3;З;0.1;84;Облачно с прояснениями, небольшие кратковременные осадки
;;2022-09-08 14:00:00;13;747;3;Ю-З;0.4;62;Облачно, временами небольшой дождь
;;2022-09-09 02:00:00;4;747;2;Ю-З;0.1;70;Облачно, небольшой кратковременный дождь
;;2022-09-09 14:00:00;12;747;3;З;1.2;80;Облачно, небольшой дождь
;;2022-09-10 02:00:00;2;747;2;С-З;0.1;75;Облачно, временами небольшие осадки
;;2022-09-10 14:00:00;12;747;3;С-З;0.1;79;Облачно, небольшой кратковременный дождь
;;2022-09-11 02:00:00;2;748;3;С-З;0.5;82;Облачно, временами небольшие осадки
;;2022-09-11 14:00:00;12;749;3;С-З;0.8;83;Облачно, небольшой дождь
;;2022-09-12 02:00:00;2;751;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-12 14:00:00;14;753;1;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-13 02:00:00;3;754;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;16;756;2;Ю;0.2;71;Облачно, небольшой кратковременный дождь
2022-09-08 05:25:07;в 18:15 МСК;2022-09-08 14:00:00;13;746;3;Ю-З;0.4;62;Облачно, временами небольшой дождь
;;2022-09-09 02:00:00;4;746;2;Ю-З;0.1;70;Облачно, небольшой кратковременный дождь
;;2022-09-09 14:00:00;12;747;3;З;1.2;80;Облачно, небольшой дождь
;;2022-09-10 02:00:00;2;746;2;С-З;0.1;75;Облачно, временами небольшие осадки
;;2022-09-10 14:00:00;12;747;3;С-З;0.1;79;Облачно, небольшой кратковременный дождь
;;2022-09-11 02:00:00;2;747;3;С-З;0.5;82;Облачно, временами небольшие осадки
;;2022-09-11 14:00:00;12;748;3;С-З;0.8;83;Облачно, небольшой дождь
;;2022-09-12 02:00:00;2;751;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-12 14:00:00;14;753;1;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-13 02:00:00;3;754;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;16;755;2;Ю;0.2;71;Облачно, небольшой кратковременный дождь
;;2022-09-14 02:00:00;4;754;2;Ю;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;17;754;3;Ю-З;0.5;67;Облачно, временами небольшой дождь
2022-09-08 17:25:08;в 10:28 МСК;2022-09-08 14:00:00;13;746;3;Ю-З;0.7;66;Облачно, временами небольшой дождь
;;2022-09-09 02:00:00;4;747;2;Ю-З;0.1;78;Облачно, небольшой кратковременный дождь
;;2022-09-09 14:00:00;13;747;3;З;1.8;80;Облачно, небольшой дождь
;;2022-09-10 02:00:00;2;747;2;С-З;0;-;Облачно, без осадков
;;2022-09-10 14:00:00;13;747;3;С-З;0;-;Облачно, без осадков
;;2022-09-11 02:00:00;3;748;2;С-З;0.5;87;Облачно, временами небольшой дождь
;;2022-09-11 14:00:00;12;750;3;С-З;0.5;67;Облачно, небольшой дождь
;;2022-09-12 02:00:00;3;752;2;З;0.4;79;Облачно, временами небольшие осадки
;;2022-09-12 14:00:00;12;753;2;З;0.6;65;Облачно, временами небольшой дождь
;;2022-09-13 02:00:00;3;754;2;З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;15;755;2;З;0.1;72;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-14 02:00:00;2;756;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-14 14:00:00;17;756;1;З;0;-;Переменная облачность, без осадков
2022-09-09 05:25:07;в 18:16 МСК;2022-09-09 14:00:00;13;747;3;З;1.8;80;Облачно, небольшой дождь
;;2022-09-10 02:00:00;3;746;2;С-З;0;-;Облачно, без осадков
;;2022-09-10 14:00:00;13;747;3;С-З;0;-;Облачно, без осадков
;;2022-09-11 02:00:00;3;748;2;С-З;0.5;87;Облачно, временами небольшой дождь
;;2022-09-11 14:00:00;12;750;3;С-З;0.5;67;Облачно, небольшой дождь
;;2022-09-12 02:00:00;3;752;2;З;0.4;79;Облачно, временами небольшие осадки
;;2022-09-12 14:00:00;12;753;2;З;0.6;65;Облачно, временами небольшой дождь
;;2022-09-13 02:00:00;3;754;2;З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;15;754;2;З;0.1;72;Облачно с прояснениями, небольшой кратковременный дождь
;;2022-09-14 02:00:00;2;756;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-14 14:00:00;17;756;1;З;0;-;Переменная облачность, без осадков
;;2022-09-15 02:00:00;5;755;2;Ю;0;-;Облачно, без осадков
;;2022-09-15 14:00:00;18;754;4;Ю;0;-;Облачно, без осадков
2022-09-09 17:25:08;в 10:28 МСК;2022-09-09 14:00:00;13;747;3;З;1.4;85;Облачно, небольшой дождь
;;2022-09-10 02:00:00;2;747;2;С-З;0;-;Облачно, без осадков
;;2022-09-10 14:00:00;13;747;3;С-З;0;-;Облачно, без осадков
;;2022-09-11 02:00:00;3;748;2;С-З;0.5;56;Облачно, временами небольшие осадки
;;2022-09-11 14:00:00;11;750;2;С-З;0.4;60;Облачно, временами небольшой дождь
;;2022-09-12 02:00:00;2;751;1;З;0.1;87;Облачно, временами небольшие осадки
;;2022-09-12 14:00:00;12;753;1;Ю;0.5;82;Облачно, временами небольшой дождь
;;2022-09-13 02:00:00;3;754;2;З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;15;755;2;З;0;-;Облачно, без осадков
;;2022-09-14 02:00:00;5;754;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;17;754;1;С-З;0;-;Облачно, без осадков
;;2022-09-15 02:00:00;5;756;1;С-В;0;-;Переменная облачность, без осадков
;;2022-09-15 14:00:00;17;756;2;В;0;-;Небольшая облачность, без осадков
2022-09-10 05:25:07;в 18:15 МСК;2022-09-10 14:00:00;13;747;3;С-З;0;-;Облачно, без осадков
;;2022-09-11 02:00:00;4;748;2;С-З;0.5;56;Облачно, временами небольшой дождь
;;2022-09-11 14:00:00;11;749;2;С-З;0.4;60;Облачно, временами небольшой дождь
;;2022-09-12 02:00:00;3;751;1;З;0.1;87;Облачно, временами небольшие осадки
;;2022-09-12 14:00:00;12;753;1;Ю;0.5;82;Облачно, временами небольшой дождь
;;2022-09-13 02:00:00;3;754;2;З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;15;754;2;З;0;-;Облачно, без осадков
;;2022-09-14 02:00:00;5;754;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;17;754;1;С-З;0;-;Облачно, без осадков
;;2022-09-15 02:00:00;5;755;1;С-В;0;-;Переменная облачность, без осадков
;;2022-09-15 14:00:00;17;755;2;В;0;-;Небольшая облачность, без осадков
;;2022-09-16 02:00:00;5;755;2;Ю-В;0;-;Переменная облачность, без осадков
;;2022-09-16 14:00:00;16;754;3;Ю;0;-;Небольшая облачность, без осадков
2022-09-10 17:25:07;в 10:30 МСК;2022-09-10 14:00:00;14;748;3;С-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-11 02:00:00;3;748;2;С-З;0.5;95;Облачно, временами небольшой дождь
;;2022-09-11 14:00:00;12;750;3;С-З;0.8;79;Облачно, небольшой дождь
;;2022-09-12 02:00:00;3;751;1;З;0;-;Облачно, без осадков
;;2022-09-12 14:00:00;13;753;1;Ю-З;0.2;59;Облачно, небольшой кратковременный дождь
;;2022-09-13 02:00:00;2;754;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;15;754;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-14 02:00:00;4;755;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;16;756;1;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-09-15 02:00:00;6;757;2;Ю;0;-;Облачно, без осадков
;;2022-09-15 14:00:00;19;756;2;Ю;0;-;Переменная облачность, без осадков
;;2022-09-16 02:00:00;6;755;3;Ю-В;0;-;Облачно, без осадков
;;2022-09-16 14:00:00;19;755;4;Ю-В;0;-;Облачно, без осадков
2022-09-11 05:25:07;в 18:15 МСК;2022-09-11 14:00:00;12;749;3;С-З;0.8;79;Облачно, небольшой дождь
;;2022-09-12 02:00:00;3;751;1;З;0;-;Облачно, без осадков
;;2022-09-12 14:00:00;13;753;1;Ю-З;0.2;59;Облачно, небольшой кратковременный дождь
;;2022-09-13 02:00:00;3;753;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-13 14:00:00;15;754;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-14 02:00:00;4;755;1;Ю-З;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;16;755;1;Ю;0;-;Облачно с прояснениями, без осадков
;;2022-09-15 02:00:00;6;756;2;Ю;0;-;Облачно, без осадков
;;2022-09-15 14:00:00;19;755;2;Ю;0;-;Переменная облачность, без осадков
;;2022-09-16 02:00:00;6;755;3;Ю-В;0;-;Облачно, без осадков
;;2022-09-16 14:00:00;19;755;4;Ю-В;0;-;Облачно, без осадков
;;2022-09-17 02:00:00;6;754;3;Ю;0;-;Облачно, без осадков
;;2022-09-17 14:00:00;20;753;3;Ю;0;-;Переменная облачность, без осадков
2022-09-11 17:25:08;в 10:28 МСК;2022-09-11 14:00:00;12;749;3;С-З;0.5;60;Облачно, небольшой дождь
;;2022-09-12 02:00:00;3;751;1;С-З;0;-;Переменная облачность, без осадков
;;2022-09-12 14:00:00;13;753;0;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-13 02:00:00;2;754;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-09-13 14:00:00;15;755;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-14 02:00:00;4;754;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;17;754;0;Ю;0;-;Облачно, без осадков
;;2022-09-15 02:00:00;5;755;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-15 14:00:00;17;752;2;Ю-В;0;-;Облачно, без осадков
;;2022-09-16 02:00:00;8;751;3;Ю-В;0;-;Облачно, без осадков
;;2022-09-16 14:00:00;19;749;4;Ю-В;0;-;Облачно, без осадков
;;2022-09-17 02:00:00;6;748;3;Ю-В;0;-;Облачно, без осадков
;;2022-09-17 14:00:00;18;748;3;Ю-В;0;-;Облачно, без осадков
2022-09-12 05:25:07;в 18:15 МСК;2022-09-12 14:00:00;13;752;0;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-13 02:00:00;2;754;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-09-13 14:00:00;15;754;2;З;0;-;Облачно с прояснениями, без осадков
;;2022-09-14 02:00:00;4;754;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;17;754;0;Ю;0;-;Облачно, без осадков
;;2022-09-15 02:00:00;6;752;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-15 14:00:00;17;752;2;Ю-В;0;-;Облачно, без осадков
;;2022-09-16 02:00:00;8;750;3;Ю-В;0;-;Облачно, без осадков
;;2022-09-16 14:00:00;19;749;4;Ю-В;0;-;Облачно, без осадков
;;2022-09-17 02:00:00;6;747;3;Ю-В;0;-;Облачно, без осадков
;;2022-09-17 14:00:00;18;747;3;Ю-В;0;-;Облачно, без осадков
;;2022-09-18 02:00:00;6;748;2;Ю-В;0;-;Небольшая облачность, без осадков
;;2022-09-18 14:00:00;20;748;2;Ю-В;0;-;Переменная облачность, небольшой кратковременный дождь
2022-09-12 17:25:07;в 10:28 МСК;2022-09-12 14:00:00;14;753;0;Ю-З;0.2;57;Облачно с прояснениями, временами небольшой дождь
;;2022-09-13 02:00:00;3;754;2;Ю-З;0;-;Переменная облачность, без осадков
;;2022-09-13 14:00:00;16;754;2;Ю-З;0;-;Облачно с прояснениями, без осадков
;;2022-09-14 02:00:00;5;755;2;Ю-З;0;-;Облачно, без осадков
;;2022-09-14 14:00:00;17;755;0;Ю;0;-;Облачно, без осадков
;;2022-09-15 02:00:00;6;754;1;Ю-В;0;-;Облачно, без осадков
